AdvActionMAPAgent	401	(2,6) > 10 > (4,5) > (4,5)	
54	(3,5) > 2 > (3,6) > (3,6)	
166	(7,5) > 10 > (1,8) > (1,8)	
144	(4,7) > 5 > (4,3) > (4,3)	
130	(7,5) > 7 > (5,1) > (5,0)	
79	(3,4) > 5 > (1,6) > (1,6)	
175	(0,8) > 6 > (1,4) > (1,4)	
1174	(6,8) > 14 > (0,1) > (0,1)	
14700		

AdvActionMAPAgent	70	(1,4) > 6 > (4,3) > (4,3)	
92	(3,5) > 2 > (1,4) > (1,4)	
88	(7,5) > 10 > (3,7) > (3,7)	
507	(4,7) > 5 > (0,1) > (0,1)	
13	(7,5) > 8 > (3,6) > (3,6)	
870	(3,4) > 5 > (5,0) > (5,0)	
30	(0,8) > 6 > (1,6) > (1,6)	
199	(6,8) > 14 > (1,8) > (1,8)	
16000		

AdvActionMAPRepAgent	122	(1,4) > 5 > (3,6) > (3,7)	
54	(3,5) > 2 > (3,6) > (3,6)	
66	(7,5) > 10 > (1,8) > (1,8)	
144	(4,7) > 5 > (4,3) > (4,3)	
124	(7,5) > 8 > (5,0) > (5,0)	
119	(3,4) > 5 > (1,6) > (1,6)	
175	(0,8) > 6 > (1,4) > (1,4)	
1174	(6,8) > 14 > (0,1) > (0,1)	
14500		

AdvActionMAPRepAgent	69	(1,4) > 6 > (4,3) > (4,3)	
92	(3,5) > 2 > (1,4) > (1,4)	
88	(7,5) > 10 > (3,7) > (3,7)	
507	(4,7) > 5 > (0,1) > (0,1)	
13	(7,5) > 8 > (3,6) > (3,6)	
870	(3,4) > 5 > (5,0) > (5,0)	
30	(0,8) > 6 > (1,6) > (1,6)	
199	(6,8) > 14 > (1,8) > (1,8)	
16000		



NoHelpAgent	399	(3,8) > 3 > (5,8) > (6,7)	
59	(8,3) > 5 > (6,1) > (6,0)	
249	(8,7) > 6 > (5,5) > (3,5)	
399	(0,1) > 5 > (3,2) > (3,2)	
179	(9,1) > 5 > (9,5) > (9,5)	
549	(3,5) > 6 > (2,1) > (2,1)	
178	(3,9) > 9 > (7,5) > (7,5)	
19	(9,3) > 6 > (9,8) > (9,8)	
11400		

NoHelpAgent	419	(3,8) > 5 > (3,5) > (3,5)	
49	(8,3) > 6 > (9,3) > (9,5)	
449	(8,7) > 8 > (3,3) > (2,1)	
519	(0,1) > 4 > (6,7) > (6,7)	
639	(9,1) > 3 > (6,0) > (6,0)	
59	(3,5) > 3 > (2,2) > (3,2)	
178	(3,9) > 9 > (7,5) > (7,5)	
19	(9,3) > 6 > (9,8) > (9,8)	
11000		

NoHelpRepAgent	98	(3,8) > 4 > (5,7) > (6,7)	
57	(8,3) > 5 > (6,1) > (6,0)	
248	(8,7) > 6 > (5,5) > (3,5)	
399	(0,1) > 5 > (3,2) > (3,2)	
179	(9,1) > 5 > (9,5) > (9,5)	
549	(3,5) > 6 > (2,1) > (2,1)	
177	(3,9) > 9 > (7,5) > (7,5)	
18	(9,3) > 6 > (9,8) > (9,8)	
11500		

NoHelpRepAgent	419	(3,8) > 5 > (3,5) > (3,5)	
48	(8,3) > 6 > (9,3) > (9,5)	
177	(8,7) > 8 > (2,1) > (2,1)	
519	(0,1) > 4 > (6,7) > (6,7)	
639	(9,1) > 3 > (6,0) > (6,0)	
58	(3,5) > 6 > (2,2) > (3,2)	
177	(3,9) > 9 > (7,5) > (7,5)	
18	(9,3) > 6 > (9,8) > (9,8)	
12700		

AdvActionMAPAgent	24	(3,8) > 5 > (6,7) > (6,7)	
118	(8,3) > 5 > (6,1) > (6,0)	
447	(8,7) > 8 > (3,5) > (3,5)	
169	(0,1) > 5 > (3,2) > (3,2)	
212	(9,1) > 5 > (9,5) > (9,5)	
587	(3,5) > 6 > (2,1) > (2,1)	
721	(3,9) > 9 > (7,5) > (7,5)	
344	(9,3) > 6 > (9,8) > (9,8)	
14500		

AdvActionMAPAgent	487	(3,8) > 5 > (3,5) > (3,5)	
316	(8,3) > 6 > (9,5) > (9,5)	
417	(8,7) > 8 > (3,3) > (2,1)	
43	(0,1) > 5 > (6,7) > (6,7)	
581	(9,1) > 5 > (6,0) > (6,0)	
41	(3,5) > 3 > (3,2) > (3,2)	
148	(3,9) > 9 > (7,5) > (7,5)	
348	(9,3) > 6 > (9,8) > (9,8)	
14300		

AdvActionMAPRepAgent	24	(3,8) > 5 > (6,7) > (6,7)	
117	(8,3) > 5 > (6,1) > (6,0)	
447	(8,7) > 8 > (3,5) > (3,5)	
167	(0,1) > 5 > (3,2) > (3,2)	
572	(9,1) > 5 > (9,5) > (9,5)	
437	(3,5) > 6 > (2,1) > (2,1)	
721	(3,9) > 9 > (7,5) > (7,5)	
343	(9,3) > 6 > (9,8) > (9,8)	
14500		

AdvActionMAPRepAgent	386	(3,8) > 5 > (3,5) > (3,5)	
64	(8,3) > 6 > (9,5) > (9,5)	
391	(8,7) > 8 > (2,1) > (2,1)	
41	(0,1) > 5 > (6,7) > (6,7)	
580	(9,1) > 5 > (6,0) > (6,0)	
39	(3,5) > 6 > (3,2) > (3,2)	
363	(3,9) > 9 > (7,5) > (7,5)	
344	(9,3) > 6 > (9,8) > (9,8)	
16000		



NoHelpAgent	109	(1,7) > 6 > (1,2) > (1,2)	
7	(6,6) > 8 > (3,2) > (0,1)	
289	(2,3) > 6 > (7,3) > (9,3)	
459	(3,6) > 4 > (1,7) > (1,7)	
69	(3,5) > 4 > (3,2) > (4,0)	
129	(9,1) > 7 > (9,7) > (9,7)	
399	(9,2) > 4 > (8,4) > (8,4)	
618	(1,1) > 10 > (5,6) > (5,6)	
11800		

NoHelpAgent	139	(1,7) > 5 > (1,7) > (1,7)	
209	(6,6) > 12 > (1,3) > (1,2)	
288	(2,3) > 8 > (3,6) > (5,6)	
349	(3,6) > 4 > (8,4) > (8,4)	
329	(3,5) > 7 > (9,4) > (9,7)	
29	(9,1) > 4 > (4,0) > (4,0)	
299	(9,2) > 4 > (9,3) > (9,3)	
277	(1,1) > 8 > (0,1) > (0,1)	
11700		

NoHelpRepAgent	109	(1,7) > 6 > (1,2) > (1,2)	
34	(6,6) > 11 > (1,1) > (0,1)	
287	(2,3) > 6 > (7,3) > (9,3)	
459	(3,6) > 4 > (1,7) > (1,7)	
67	(3,5) > 4 > (3,2) > (4,0)	
129	(9,1) > 7 > (9,7) > (9,7)	
399	(9,2) > 4 > (8,4) > (8,4)	
618	(1,1) > 10 > (5,6) > (5,6)	
12100		

NoHelpRepAgent	139	(1,7) > 5 > (1,7) > (1,7)	
209	(6,6) > 12 > (1,3) > (1,2)	
416	(2,3) > 8 > (4,5) > (5,6)	
349	(3,6) > 4 > (8,4) > (8,4)	
327	(3,5) > 7 > (9,4) > (9,7)	
29	(9,1) > 4 > (4,0) > (4,0)	
299	(9,2) > 4 > (9,3) > (9,3)	
277	(1,1) > 8 > (0,1) > (0,1)	
11700		

AdvActionMAPAgent	74	(1,7) > 6 > (1,2) > (1,2)	
636	(6,6) > 12 > (0,1) > (0,1)	
98	(2,3) > 8 > (9,3) > (9,3)	
93	(3,6) > 4 > (1,7) > (1,7)	
285	(3,5) > 7 > (4,0) > (4,0)	
113	(9,1) > 7 > (9,7) > (9,7)	
24	(9,2) > 4 > (8,4) > (8,4)	
414	(1,1) > 10 > (5,6) > (5,6)	
16000		

AdvActionMAPAgent	28	(1,7) > 6 > (1,7) > (1,7)	
26	(6,6) > 12 > (1,2) > (1,2)	
176	(2,3) > 8 > (5,6) > (5,6)	
247	(3,6) > 4 > (8,4) > (8,4)	
198	(3,5) > 7 > (9,7) > (9,7)	
310	(9,1) > 7 > (4,0) > (4,0)	
286	(9,2) > 4 > (9,3) > (9,3)	
604	(1,1) > 10 > (0,1) > (0,1)	
16000		

AdvActionMAPRepAgent	19	(1,7) > 6 > (1,2) > (1,2)	
474	(6,6) > 12 > (0,1) > (0,1)	
242	(2,3) > 8 > (9,3) > (9,3)	
29	(3,6) > 4 > (1,7) > (1,7)	
228	(3,5) > 7 > (4,0) > (4,0)	
110	(9,1) > 7 > (9,7) > (9,7)	
88	(9,2) > 4 > (8,4) > (8,4)	
592	(1,1) > 10 > (5,6) > (5,6)	
16000		

AdvActionMAPRepAgent	21	(1,7) > 6 > (1,7) > (1,7)	
18	(6,6) > 12 > (1,2) > (1,2)	
362	(2,3) > 8 > (5,6) > (5,6)	
24	(3,6) > 4 > (8,4) > (8,4)	
191	(3,5) > 6 > (9,7) > (9,7)	
270	(9,1) > 7 > (4,1) > (4,0)	
128	(9,2) > 4 > (9,3) > (9,3)	
271	(1,1) > 10 > (0,1) > (0,1)	
14600		



NoHelpAgent	289	(7,4) > 8 > (2,6) > (2,6)	
69	(9,8) > 2 > (9,7) > (9,7)	
369	(5,8) > 4 > (6,6) > (6,6)	
608	(5,0) > 9 > (2,5) > (2,5)	
479	(7,1) > 1 > (7,1) > (7,3)	
199	(6,2) > 4 > (4,3) > (4,3)	
269	(5,8) > 4 > (4,6) > (4,3)	
198	(2,4) > 6 > (3,8) > (6,9)	
11100		

NoHelpAgent	478	(7,4) > 8 > (2,5) > (2,5)	
69	(9,8) > 2 > (9,7) > (9,7)	
579	(5,8) > 4 > (4,3) > (4,3)	
59	(5,0) > 9 > (6,6) > (6,6)	
599	(7,1) > 3 > (2,6) > (2,6)	
588	(6,2) > 3 > (6,9) > (6,9)	
29	(5,8) > 7 > (7,3) > (7,3)	
39	(2,4) > 10 > (4,2) > (4,3)	
14300		

NoHelpRepAgent	289	(7,4) > 8 > (2,6) > (2,6)	
69	(9,8) > 2 > (9,7) > (9,7)	
369	(5,8) > 4 > (6,6) > (6,6)	
608	(5,0) > 9 > (2,5) > (2,5)	
479	(7,1) > 1 > (7,1) > (7,3)	
199	(6,2) > 4 > (4,3) > (4,3)	
267	(5,8) > 4 > (4,6) > (4,3)	
93	(2,4) > 7 > (3,9) > (6,9)	
11200		

NoHelpRepAgent	478	(7,4) > 8 > (2,5) > (2,5)	
69	(9,8) > 2 > (9,7) > (9,7)	
579	(5,8) > 4 > (4,3) > (4,3)	
59	(5,0) > 9 > (6,6) > (6,6)	
599	(7,1) > 3 > (2,6) > (2,6)	
588	(6,2) > 3 > (6,9) > (6,9)	
29	(5,8) > 7 > (7,3) > (7,3)	
38	(2,4) > 10 > (4,2) > (4,3)	
14300		

AdvActionMAPAgent	493	(7,4) > 8 > (2,6) > (2,6)	
14	(9,8) > 2 > (9,7) > (9,7)	
333	(5,8) > 4 > (6,6) > (6,6)	
1071	(5,0) > 9 > (2,5) > (2,5)	
462	(7,1) > 2 > (7,2) > (7,3)	
32	(6,2) > 4 > (4,3) > (4,3)	
140	(5,8) > 7 > (4,3) > (4,3)	
39	(2,4) > 10 > (6,9) > (6,9)	
14200		

AdvActionMAPAgent	446	(7,4) > 8 > (2,5) > (2,5)	
20	(9,8) > 2 > (9,7) > (9,7)	
558	(5,8) > 4 > (4,3) > (4,3)	
45	(5,0) > 9 > (6,6) > (6,6)	
582	(7,1) > 3 > (2,6) > (2,6)	
577	(6,2) > 4 > (6,9) > (6,9)	
22	(5,8) > 7 > (7,3) > (7,3)	
267	(2,4) > 10 > (4,3) > (4,3)	
16000		

AdvActionMAPRepAgent	744	(7,4) > 8 > (2,6) > (2,6)	
15	(9,8) > 2 > (9,7) > (9,7)	
323	(5,8) > 4 > (6,6) > (6,6)	
1083	(5,0) > 9 > (2,5) > (2,5)	
462	(7,1) > 2 > (7,2) > (7,3)	
33	(6,2) > 4 > (4,3) > (4,3)	
142	(5,8) > 7 > (4,3) > (4,3)	
145	(2,4) > 10 > (6,9) > (6,9)	
14200		

AdvActionMAPRepAgent	275	(7,4) > 8 > (2,5) > (2,5)	
62	(9,8) > 2 > (9,7) > (9,7)	
571	(5,8) > 4 > (4,3) > (4,3)	
46	(5,0) > 9 > (6,6) > (6,6)	
585	(7,1) > 3 > (2,6) > (2,6)	
580	(6,2) > 4 > (6,9) > (6,9)	
23	(5,8) > 7 > (7,3) > (7,3)	
268	(2,4) > 10 > (4,3) > (4,3)	
16000		



NoHelpAgent	558	(8,6) > 10 > (5,0) > (5,0)	
189	(4,5) > 3 > (3,6) > (3,7)	
279	(0,0) > 6 > (2,3) > (3,3)	
409	(0,2) > 7 > (5,3) > (5,3)	
98	(9,6) > 8 > (4,8) > (3,9)	
339	(9,9) > 5 > (6,8) > (5,8)	
299	(9,8) > 8 > (9,1) > (9,1)	
479	(5,7) > 8 > (6,1) > (6,1)	
10200		

NoHelpAgent	349	(8,6) > 10 > (3,3) > (3,3)	
179	(4,5) > 4 > (9,4) > (9,1)	
359	(0,0) > 7 > (2,3) > (5,3)	
158	(0,2) > 4 > (5,0) > (5,0)	
39	(9,6) > 10 > (3,7) > (3,7)	
78	(9,9) > 6 > (3,9) > (3,9)	
829	(9,8) > 5 > (6,1) > (6,1)	
239	(5,7) > 8 > (5,8) > (5,8)	
12900		

NoHelpRepAgent	558	(8,6) > 10 > (5,0) > (5,0)	
189	(4,5) > 3 > (3,6) > (3,7)	
278	(0,0) > 6 > (2,3) > (3,3)	
409	(0,2) > 7 > (5,3) > (5,3)	
96	(9,6) > 8 > (3,7) > (3,9)	
339	(9,9) > 5 > (6,8) > (5,8)	
299	(9,8) > 8 > (9,1) > (9,1)	
479	(5,7) > 8 > (6,1) > (6,1)	
10200		

NoHelpRepAgent	349	(8,6) > 10 > (3,3) > (3,3)	
177	(4,5) > 4 > (9,4) > (9,1)	
358	(0,0) > 7 > (2,3) > (5,3)	
158	(0,2) > 4 > (5,0) > (5,0)	
39	(9,6) > 10 > (3,7) > (3,7)	
78	(9,9) > 6 > (3,9) > (3,9)	
829	(9,8) > 5 > (6,1) > (6,1)	
239	(5,7) > 8 > (5,8) > (5,8)	
12900		

AdvActionMAPAgent	529	(8,6) > 10 > (5,0) > (5,0)	
21	(4,5) > 4 > (3,7) > (3,7)	
252	(0,0) > 7 > (3,3) > (3,3)	
135	(0,2) > 7 > (5,3) > (5,3)	
1	(9,6) > 10 > (3,9) > (3,9)	
468	(9,9) > 6 > (5,8) > (5,8)	
284	(9,8) > 8 > (9,1) > (9,1)	
465	(5,7) > 8 > (6,1) > (6,1)	
16000		

AdvActionMAPAgent	150	(8,6) > 10 > (3,3) > (3,3)	
127	(4,5) > 4 > (9,1) > (9,1)	
32	(0,0) > 7 > (5,3) > (5,3)	
343	(0,2) > 7 > (5,0) > (5,0)	
26	(9,6) > 10 > (3,7) > (3,7)	
304	(9,9) > 6 > (3,9) > (3,9)	
810	(9,8) > 8 > (6,1) > (6,1)	
222	(5,7) > 8 > (5,8) > (5,8)	
16000		

AdvActionMAPRepAgent	529	(8,6) > 10 > (5,0) > (5,0)	
21	(4,5) > 4 > (3,7) > (3,7)	
251	(0,0) > 7 > (3,3) > (3,3)	
135	(0,2) > 7 > (5,3) > (5,3)	
1	(9,6) > 10 > (3,9) > (3,9)	
468	(9,9) > 6 > (5,8) > (5,8)	
284	(9,8) > 8 > (9,1) > (9,1)	
465	(5,7) > 8 > (6,1) > (6,1)	
16000		

AdvActionMAPRepAgent	60	(8,6) > 10 > (3,3) > (3,3)	
139	(4,5) > 4 > (9,1) > (9,1)	
243	(0,0) > 7 > (5,3) > (5,3)	
713	(0,2) > 7 > (5,0) > (5,0)	
29	(9,6) > 10 > (3,7) > (3,7)	
309	(9,9) > 6 > (3,9) > (3,9)	
454	(9,8) > 8 > (6,1) > (6,1)	
227	(5,7) > 8 > (5,8) > (5,8)	
16000		



NoHelpAgent	498	(0,5) > 10 > (4,0) > (4,0)	
319	(2,1) > 1 > (2,1) > (1,1)	
209	(5,8) > 4 > (5,5) > (6,4)	
489	(9,8) > 6 > (4,8) > (4,8)	
658	(5,6) > 10 > (8,0) > (8,0)	
179	(5,5) > 6 > (2,3) > (1,2)	
9	(1,2) > 5 > (0,5) > (0,7)	
259	(7,6) > 4 > (8,4) > (8,2)	
8000		

NoHelpAgent	109	(0,5) > 10 > (7,2) > (8,2)	
319	(2,1) > 1 > (2,1) > (1,1)	
198	(5,8) > 6 > (7,3) > (8,0)	
948	(9,8) > 3 > (4,0) > (4,0)	
139	(5,6) > 6 > (6,4) > (6,4)	
359	(5,5) > 8 > (7,8) > (4,8)	
59	(1,2) > 5 > (1,2) > (1,2)	
209	(7,6) > 5 > (1,6) > (0,7)	
8000		

NoHelpRepAgent	498	(0,5) > 10 > (4,0) > (4,0)	
319	(2,1) > 1 > (2,1) > (1,1)	
208	(5,8) > 4 > (5,5) > (6,4)	
489	(9,8) > 6 > (4,8) > (4,8)	
658	(5,6) > 10 > (8,0) > (8,0)	
87	(5,5) > 7 > (2,2) > (1,2)	
157	(1,2) > 5 > (0,5) > (0,7)	
258	(7,6) > 4 > (8,4) > (8,2)	
8100		

NoHelpRepAgent	458	(0,5) > 10 > (8,3) > (8,2)	
319	(2,1) > 1 > (2,1) > (1,1)	
196	(5,8) > 6 > (7,3) > (8,0)	
948	(9,8) > 3 > (4,0) > (4,0)	
139	(5,6) > 6 > (6,4) > (6,4)	
358	(5,5) > 8 > (7,8) > (4,8)	
59	(1,2) > 5 > (1,2) > (1,2)	
208	(7,6) > 5 > (1,6) > (0,7)	
8000		

AdvActionMAPAgent	197	(0,5) > 10 > (4,0) > (4,0)	
41	(2,1) > 2 > (1,1) > (1,1)	
122	(5,8) > 6 > (6,4) > (6,4)	
25	(9,8) > 6 > (4,8) > (4,8)	
282	(5,6) > 10 > (8,0) > (8,0)	
81	(5,5) > 8 > (1,2) > (1,2)	
89	(1,2) > 7 > (0,7) > (0,7)	
242	(7,6) > 4 > (8,4) > (8,2)	
14400		

AdvActionMAPAgent	80	(0,5) > 10 > (8,2) > (8,2)	
45	(2,1) > 2 > (1,1) > (1,1)	
321	(5,8) > 6 > (8,0) > (8,0)	
374	(9,8) > 6 > (4,0) > (4,0)	
327	(5,6) > 10 > (6,4) > (6,4)	
222	(5,5) > 8 > (4,8) > (4,8)	
227	(1,2) > 7 > (1,2) > (1,2)	
76	(7,6) > 6 > (0,7) > (0,7)	
16000		

AdvActionMAPRepAgent	197	(0,5) > 10 > (4,0) > (4,0)	
43	(2,1) > 2 > (1,1) > (1,1)	
70	(5,8) > 6 > (6,4) > (6,4)	
218	(9,8) > 6 > (4,8) > (4,8)	
636	(5,6) > 10 > (8,0) > (8,0)	
47	(5,5) > 8 > (1,2) > (1,2)	
90	(1,2) > 7 > (0,7) > (0,7)	
241	(7,6) > 4 > (8,4) > (8,2)	
14400		

AdvActionMAPRepAgent	83	(0,5) > 10 > (8,2) > (8,2)	
47	(2,1) > 2 > (1,1) > (1,1)	
321	(5,8) > 6 > (8,0) > (8,0)	
626	(9,8) > 6 > (4,0) > (4,0)	
121	(5,6) > 10 > (6,4) > (6,4)	
224	(5,5) > 8 > (4,8) > (4,8)	
35	(1,2) > 7 > (1,2) > (1,2)	
177	(7,6) > 6 > (0,7) > (0,7)	
16000		



NoHelpAgent	369	(7,7) > 6 > (4,9) > (4,9)	
769	(0,9) > 8 > (7,9) > (7,9)	
88	(0,6) > 6 > (4,5) > (5,3)	
429	(6,3) > 5 > (3,4) > (3,4)	
439	(6,2) > 4 > (4,3) > (3,4)	
9	(3,4) > 7 > (1,8) > (1,9)	
29	(7,8) > 3 > (7,6) > (7,6)	
379	(0,4) > 2 > (0,3) > (0,2)	
9900		

NoHelpAgent	79	(7,7) > 4 > (6,9) > (7,9)	
189	(0,9) > 7 > (3,4) > (3,4)	
219	(0,6) > 6 > (0,2) > (0,2)	
379	(6,3) > 5 > (1,9) > (1,9)	
228	(6,2) > 3 > (4,5) > (5,3)	
309	(3,4) > 8 > (5,3) > (3,4)	
29	(7,8) > 3 > (7,6) > (7,6)	
439	(0,4) > 3 > (5,8) > (4,9)	
10000		

NoHelpRepAgent	369	(7,7) > 6 > (4,9) > (4,9)	
769	(0,9) > 8 > (7,9) > (7,9)	
26	(0,6) > 7 > (5,5) > (5,3)	
429	(6,3) > 5 > (3,4) > (3,4)	
438	(6,2) > 4 > (4,3) > (3,4)	
6	(3,4) > 7 > (1,8) > (1,9)	
29	(7,8) > 3 > (7,6) > (7,6)	
378	(0,4) > 2 > (0,3) > (0,2)	
10000		

NoHelpRepAgent	78	(7,7) > 4 > (6,9) > (7,9)	
189	(0,9) > 7 > (3,4) > (3,4)	
219	(0,6) > 6 > (0,2) > (0,2)	
379	(6,3) > 5 > (1,9) > (1,9)	
376	(6,2) > 4 > (5,6) > (5,3)	
267	(3,4) > 8 > (5,4) > (3,4)	
29	(7,8) > 3 > (7,6) > (7,6)	
439	(0,4) > 3 > (5,8) > (4,9)	
10100		

AdvActionMAPAgent	98	(7,7) > 6 > (4,9) > (4,9)	
535	(0,9) > 8 > (7,9) > (7,9)	
220	(0,6) > 9 > (5,3) > (5,3)	
405	(6,3) > 5 > (3,4) > (3,4)	
419	(6,2) > 4 > (4,3) > (3,4)	
280	(3,4) > 6 > (1,7) > (1,9)	
12	(7,8) > 3 > (7,6) > (7,6)	
347	(0,4) > 3 > (0,2) > (0,2)	
13000		

AdvActionMAPAgent	418	(7,7) > 6 > (7,9) > (7,9)	
144	(0,9) > 8 > (3,4) > (3,4)	
208	(0,6) > 9 > (0,2) > (0,2)	
363	(6,3) > 5 > (1,9) > (1,9)	
473	(6,2) > 6 > (5,3) > (5,3)	
34	(3,4) > 8 > (3,4) > (3,4)	
19	(7,8) > 3 > (7,6) > (7,6)	
403	(0,4) > 3 > (4,9) > (4,9)	
16000		

AdvActionMAPRepAgent	493	(7,7) > 4 > (6,9) > (4,9)	
209	(0,9) > 8 > (7,9) > (7,9)	
225	(0,6) > 9 > (5,3) > (5,3)	
409	(6,3) > 5 > (3,4) > (3,4)	
418	(6,2) > 4 > (4,3) > (3,4)	
278	(3,4) > 6 > (1,7) > (1,9)	
13	(7,8) > 3 > (7,6) > (7,6)	
349	(0,4) > 3 > (0,2) > (0,2)	
11400		

AdvActionMAPRepAgent	161	(7,7) > 6 > (7,9) > (7,9)	
176	(0,9) > 8 > (3,4) > (3,4)	
211	(0,6) > 9 > (0,2) > (0,2)	
366	(6,3) > 5 > (1,9) > (1,9)	
775	(6,2) > 6 > (5,3) > (5,3)	
2	(3,4) > 8 > (3,4) > (3,4)	
21	(7,8) > 3 > (7,6) > (7,6)	
405	(0,4) > 3 > (4,9) > (4,9)	
16000		



NoHelpAgent	169	(3,9) > 5 > (6,8) > (8,8)	
39	(1,9) > 3 > (2,8) > (3,8)	
199	(9,6) > 4 > (7,7) > (7,7)	
268	(0,2) > 8 > (6,1) > (8,1)	
49	(7,5) > 4 > (5,4) > (4,4)	
1156	(5,0) > 13 > (9,8) > (9,8)	
459	(5,2) > 4 > (3,1) > (1,1)	
309	(0,7) > 2 > (0,8) > (0,8)	
8400		

NoHelpAgent	39	(3,9) > 7 > (7,7) > (7,7)	
759	(1,9) > 4 > (4,4) > (4,4)	
98	(9,6) > 4 > (8,1) > (8,1)	
289	(0,2) > 10 > (3,8) > (3,8)	
29	(7,5) > 5 > (8,8) > (8,8)	
1156	(5,0) > 13 > (9,8) > (9,8)	
319	(5,2) > 5 > (0,7) > (0,8)	
129	(0,7) > 1 > (2,1) > (1,1)	
12600		

NoHelpRepAgent	167	(3,9) > 5 > (6,8) > (8,8)	
39	(1,9) > 3 > (2,8) > (3,8)	
199	(9,6) > 4 > (7,7) > (7,7)	
265	(0,2) > 8 > (6,1) > (8,1)	
48	(7,5) > 4 > (5,4) > (4,4)	
1156	(5,0) > 13 > (9,8) > (9,8)	
458	(5,2) > 4 > (3,1) > (1,1)	
309	(0,7) > 2 > (0,8) > (0,8)	
8400		

NoHelpRepAgent	39	(3,9) > 7 > (7,7) > (7,7)	
759	(1,9) > 4 > (4,4) > (4,4)	
98	(9,6) > 4 > (8,1) > (8,1)	
289	(0,2) > 10 > (3,8) > (3,8)	
29	(7,5) > 5 > (8,8) > (8,8)	
1156	(5,0) > 13 > (9,8) > (9,8)	
319	(5,2) > 5 > (0,7) > (0,8)	
127	(0,7) > 1 > (2,1) > (1,1)	
12600		

AdvActionMAPAgent	122	(3,9) > 7 > (8,8) > (8,8)	
197	(1,9) > 4 > (3,8) > (3,8)	
378	(9,6) > 4 > (7,7) > (7,7)	
367	(0,2) > 10 > (8,1) > (8,1)	
186	(7,5) > 5 > (4,4) > (4,4)	
1135	(5,0) > 13 > (9,8) > (9,8)	
121	(5,2) > 6 > (1,1) > (1,1)	
289	(0,7) > 2 > (0,8) > (0,8)	
16000		

AdvActionMAPAgent	29	(3,9) > 7 > (7,7) > (7,7)	
403	(1,9) > 4 > (4,4) > (4,4)	
92	(9,6) > 4 > (8,1) > (8,1)	
283	(0,2) > 10 > (3,8) > (3,8)	
16	(7,5) > 5 > (8,8) > (8,8)	
1150	(5,0) > 13 > (9,8) > (9,8)	
307	(5,2) > 6 > (0,8) > (0,8)	
366	(0,7) > 2 > (1,1) > (1,1)	
16000		

AdvActionMAPRepAgent	272	(3,9) > 7 > (8,8) > (8,8)	
198	(1,9) > 4 > (3,8) > (3,8)	
380	(9,6) > 4 > (7,7) > (7,7)	
223	(0,2) > 10 > (8,1) > (8,1)	
7	(7,5) > 5 > (4,4) > (4,4)	
1137	(5,0) > 13 > (9,8) > (9,8)	
121	(5,2) > 6 > (1,1) > (1,1)	
292	(0,7) > 2 > (0,8) > (0,8)	
16000		

AdvActionMAPRepAgent	29	(3,9) > 7 > (7,7) > (7,7)	
403	(1,9) > 4 > (4,4) > (4,4)	
92	(9,6) > 4 > (8,1) > (8,1)	
283	(0,2) > 10 > (3,8) > (3,8)	
16	(7,5) > 5 > (8,8) > (8,8)	
1150	(5,0) > 13 > (9,8) > (9,8)	
307	(5,2) > 6 > (0,8) > (0,8)	
366	(0,7) > 2 > (1,1) > (1,1)	
16000		



NoHelpAgent	429	(2,3) > 4 > (0,2) > (0,2)	
334	(1,1) > 12 > (5,8) > (9,9)	
46	(9,1) > 12 > (5,8) > (4,8)	
129	(5,1) > 6 > (2,3) > (1,3)	
88	(7,4) > 9 > (1,6) > (1,6)	
409	(4,6) > 5 > (8,6) > (8,6)	
458	(9,6) > 5 > (6,7) > (2,8)	
779	(9,4) > 8 > (4,2) > (4,2)	
11500		

NoHelpAgent	868	(2,3) > 3 > (2,8) > (2,8)	
268	(1,1) > 17 > (4,6) > (1,6)	
354	(9,1) > 13 > (9,9) > (9,9)	
129	(5,1) > 6 > (2,3) > (1,3)	
149	(7,4) > 6 > (8,6) > (8,6)	
889	(4,6) > 5 > (4,2) > (4,2)	
99	(9,6) > 10 > (1,2) > (0,2)	
476	(9,4) > 8 > (4,8) > (4,8)	
11500		

NoHelpRepAgent	429	(2,3) > 4 > (0,2) > (0,2)	
325	(1,1) > 17 > (9,9) > (9,9)	
45	(9,1) > 12 > (5,8) > (4,8)	
128	(5,1) > 6 > (2,3) > (1,3)	
88	(7,4) > 9 > (1,6) > (1,6)	
409	(4,6) > 5 > (8,6) > (8,6)	
54	(9,6) > 7 > (5,8) > (2,8)	
779	(9,4) > 8 > (4,2) > (4,2)	
12500		

NoHelpRepAgent	868	(2,3) > 3 > (2,8) > (2,8)	
357	(1,1) > 17 > (1,6) > (1,6)	
354	(9,1) > 13 > (9,9) > (9,9)	
128	(5,1) > 6 > (2,3) > (1,3)	
149	(7,4) > 9 > (8,6) > (8,6)	
889	(4,6) > 5 > (4,2) > (4,2)	
98	(9,6) > 10 > (1,2) > (0,2)	
476	(9,4) > 8 > (4,8) > (4,8)	
12900		

AdvActionMAPAgent	14	(2,3) > 4 > (0,2) > (0,2)	
373	(1,1) > 17 > (9,9) > (9,9)	
66	(9,1) > 13 > (4,8) > (4,8)	
95	(5,1) > 7 > (1,3) > (1,3)	
